"","X.2","X.1","X","Net","Net_index","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Many.Nasralas","Very_weak","Missing","Comments","Draging_time","Site","Direction","Lat_shore","Lon_shore","Perpendicular","Eer","Sig","Mme","Nra","Aal","BOX","Pse","Eha","Pca","FIS","Per","Rrh","Psa","Sd","Lvu","WHT","SPH","Lmo","Arg","Sso","Ovu","Sco","Umo","Dce","Bbo","SPI","Sof","DIP","SAR","Sja","Sha","Lbu","MUL_UP","SPL","TRA","BAT","Ssi","Ccr","Pin","Plo","Bca","EPI","MUL","Pja","Sau","Sud","Upo","Depth_m","Distance_from_shore_km","Depth_specifyed","Distance_specifyed","Location_specifyed","Lon_final","Lat_final","Depth_diff","loc_DEPTH"
"321",321,321,321,276,"276_1_1_2014",1,0,NA,NA,2014,1,1,"Levi","Ashdod N",NA,28,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,NA,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,NA,50.4,NA,TRUE,TRUE,34.1724963601222,32.0632736544245,NA,NA
"322",322,322,322,1770,"1770_15_11_2015",18,15,"0","0",2015,11,15,"Levi","Ashdod S",14,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.75,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,25.2,NA,TRUE,NA,TRUE,34.6290945409346,31.8304644811088,0.693817486056286,20.0021741680678
"323",323,323,323,20,"20_9_10_2013",12,45,"18","15",2013,10,9,"Doli","Ashdod S",NA,60,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,25,0,15,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,108,NA,TRUE,TRUE,33.6467934427768,32.3278278887114,NA,NA
"324",324,324,324,1773,"1773_16_11_2015",17,45,"0","0",2015,11,16,"Levi","Ashdod S",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,27,NA,TRUE,NA,TRUE,34.6218505419149,31.8341800967904,0.262713807610112,26.7372861923899
"325",325,325,325,2628,"2628_31_1_2017",6,30,"10","30",2017,1,31,"Michael","Ashdod S",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,50,0,5,5,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30.6,NA,TRUE,NA,TRUE,34.6245671095692,31.8327867894934,0.100151384910163,23.7763490877337
"326",326,326,326,3728,"3728_30_5_2018",11,15,"13","45",2018,5,30,"Levi","Ashdod S",20,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.5,"Ashdod","S",31.83,34.63,301,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,NA,TRUE,NA,TRUE,34.6028322824818,31.8439316150212,0.227482288352903,35.7725177116471
"327",327,327,327,1288,"1288_30_4_2015",17,15,"20","15",2015,4,30,"Michael","Ashdod S",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Ashdod","S",31.83,34.63,301,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,41.4,NA,TRUE,NA,TRUE,34.570220242699,31.8606418517011,0.416018728789474,41.8160187287895
"328",328,328,328,24,"24_10_10_2013",10,45,"14","45",2013,10,10,"Doli","Ashdod S",NA,48,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,15,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,86.4,NA,TRUE,TRUE,33.8442886347279,32.2288776111123,NA,NA
"329",329,329,329,28,"28_11_10_2013",14,0,"16","45",2013,10,11,"Levi","Ashdod S",16,30,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,28.8,54,TRUE,TRUE,TRUE,34.6191338926299,31.8355733457811,0.488891706630305,28.3111082933697
"330",330,330,330,2999,"2999_4_9_2017",10,45,"14","30",2017,9,4,"Levi","Ashdod S",25,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,20,0,0,15,0,0,0,0,0,0,0,30,0,20,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,45,43.2,TRUE,TRUE,TRUE,34.613700349154,31.8383596688242,0.254831193104827,31.0602501151937
"331",331,331,331,925,"925_17_11_2014",1,30,"5","0",2014,11,17,"Levi","Ashdod S",18,NA,NA,FALSE,NA,FALSE,NA,FALSE,TRUE,"FALSE",FALSE,FALSE,NA,3.5,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,32.4,NA,TRUE,NA,TRUE,34.611889095427,31.8392883913331,0.648495716235388,31.7515042837646
"332",332,332,332,763,"763_6_9_2014",12,30,"16","30",2014,9,6,"Levi","Ashdod S W",23.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S W",31.83,34.63,301,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,42.3,NA,TRUE,NA,TRUE,34.5665959566406,31.8624980257205,0.208340018065684,42.5083400180657
"333",333,333,333,1417,"1417_18_7_2015",21,15,"1","15",2015,7,18,"Levi","Ashdod N",17,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,30.6,NA,TRUE,NA,TRUE,34.6182283247274,31.8360377491536,0.100151384910163,29.807206216351
"334",334,334,334,289,"289_29_1_2014",19,0,"0","0",2014,1,29,"Doli","Ashdod S",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"335",335,335,335,424,"424_7_4_2014",0,45,"5","30",2014,4,7,"Doli","Ashdod N",NA,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"336",336,336,336,34,"34_13_10_2013",6,0,"10","30",2013,10,13,"Levi","Ashdod S",15.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.9,NA,TRUE,NA,TRUE,34.6191338926299,31.8355733457811,0.411108293369693,28.3111082933697
"337",337,337,337,1501,"1501_16_8_2015",21,30,"1","30",2015,8,16,"Michael","Ashdod N",19,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","N",31.83,34.63,301,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,3,0,34.2,NA,TRUE,NA,TRUE,34.607360802356,31.8416100841941,0.289713544556285,34.4897135445563
"338",338,338,338,2966,"2966_25_8_2017",10,15,"14","0",2017,8,25,"Michael","Ashdod S",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,10,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,34.2,NA,TRUE,NA,TRUE,34.6064551165259,31.8420744033229,0.289713544556285,34.4897135445563
"339",339,339,339,167,"167_25_11_2013",11,45,"17","15",2013,11,25,"Levi","Ashdod S",30,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,10,0,0,0,35,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,54,NA,TRUE,NA,TRUE,34.5466597868148,31.8727051265356,0.541869672987843,53.4581303270122
"340",340,340,340,1055,"1055_26_12_2014",14,30,"18","15",2014,12,26,"Michael","Ashdod S",20,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,36,NA,TRUE,NA,TRUE,34.6046437176489,31.8430030221358,0.227482288352903,35.7725177116471
"341",341,341,341,3252,"3252_14_11_2017",23,45,"3","30",2017,11,14,"Levi","Ashdod S",17,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,30.6,NA,TRUE,NA,TRUE,34.6191338926299,31.8355733457811,0.100151384910163,28.3111082933697
"342",342,342,342,297,"297_2_2_2014",18,0,"0","0",2014,2,2,"Doli","Ashdod S",NA,7,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,NA,12.6,NA,TRUE,TRUE,34.515840697186,31.8884735544725,NA,76.9156470927451
"343",343,343,343,3377,"3377_26_12_2017",19,15,"0","45",2017,12,26,"Levi","Ashdod S",NA,24,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,40,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,NA,43.2,NA,TRUE,TRUE,34.2379956823077,32.0300504494881,NA,NA
"344",344,344,344,3499,"3499_22_2_2018",18,30,"23","45",2018,2,22,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,28.8,NA,TRUE,NA,TRUE,34.6200394514618,31.8351089359297,0.488891706630305,28.3111082933697
"345",345,345,345,3379,"3379_27_12_2017",8,30,"14","30",2017,12,27,"Levi","Ashdod N",85,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,6,"Ashdod","N",31.83,34.63,301,0,0,25,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,NA,TRUE,NA,TRUE,34.4632427142848,31.9153552928182,1.30971936289441,151.690280637106
"346",346,346,346,572,"572_27_5_2014",10,45,"14","30",2014,5,27,"Doli","Ashdod N",NA,48,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,NA,86.4,NA,TRUE,TRUE,33.8442886347279,32.2288776111123,NA,NA
"347",347,347,347,3016,"3016_8_9_2017",12,30,"15","15",2017,9,8,"Michael","Ashdod S",NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,2.75,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,7.5,12.5,0,4,0,0,0,0,0,50,0,0,0,0,0,10,30,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"348",348,348,348,697,"697_12_8_2014",20,45,"1","15",2014,8,12,"Levi","Ashdod N",25,28,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,45,50.4,TRUE,TRUE,TRUE,34.6019265512891,31.8443959017406,0.254831193104827,36.648636383244
"349",349,349,349,1433,"1433_23_7_2015",16,0,"20","30",2015,7,23,"Levi","Ashdod S",20,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,0,36,NA,TRUE,NA,TRUE,34.6046437176489,31.8430030221358,0.227482288352903,35.7725177116471
"350",350,350,350,48,"48_16_10_2013",20,0,"0","15",2013,10,16,"Doli","Ashdod N",22,30,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,39.6,54,TRUE,TRUE,TRUE,34.5783743553149,31.856465080584,0.180158153497693,39.7801581534977
"351",351,351,351,49,"49_16_10_2013",1,0,"4","0",2013,10,16,"Doli","Ashdod N",NA,32,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,NA,57.6,NA,TRUE,TRUE,34.1069496924228,32.096462811772,NA,NA
"352",352,352,352,3507,"3507_24_2_2018",18,30,"0","0",2018,2,24,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,28.8,NA,TRUE,NA,TRUE,34.6191338926299,31.8355733457811,0.488891706630305,28.3111082933697
"353",353,353,353,3387,"3387_6_1_2018",19,30,"0","0",2018,1,6,"Michael","Ashdod",17.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod",NA,31.83,34.63,301,0,0,0,100,0,0,5,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,12.5,0,31.5,NA,TRUE,NA,TRUE,34.6109834549563,31.8397527428669,0.251504283764611,31.7515042837646
"354",354,354,354,445,"445_18_4_2014",1,0,"6","0",2014,4,18,"Levi","Ashdod S",NA,7,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,NA,12.6,NA,TRUE,TRUE,34.515840697186,31.8884735544725,NA,76.9156470927451
"355",355,355,355,1927,"1927_26_1_2016",12,30,"17","15",2016,1,26,"Levi","Ashdod S",26,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","S",31.83,34.63,301,0,0,0,150,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,46.8,NA,TRUE,NA,TRUE,34.5575346060224,31.8671380064824,0.679422789629896,47.4794227896299
"356",356,356,356,3390,"3390_7_1_2018",11,45,"16","15",2018,1,7,"Michael","Ashdod",18,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.5,"Ashdod",NA,31.83,34.63,301,0,0,0,50,0,0,0,0,0,0,0,0,0,0,85,0,2.5,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2.5,0,32.4,NA,TRUE,NA,TRUE,34.6127947268262,31.8388240333188,0.648495716235388,31.7515042837646
"357",357,357,357,828,"828_7_10_2014",6,15,"10","15",2014,10,7,"Levi","Ashdod S",NA,32,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,5,0,0,0,0,0,10,0,25,0,10,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,NA,57.6,NA,TRUE,TRUE,34.1069496924228,32.096462811772,NA,NA
"358",358,358,358,2295,"2295_17_9_2016",17,45,"22","30",2016,9,17,"Levi","Ashdod N",27.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.75,"Ashdod","N",31.83,34.63,301,0,0,0,10,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,40,0,10,0,49.5,NA,TRUE,NA,TRUE,34.6281890728001,31.8309289557405,0.274351455429851,20.0021741680678
"359",359,359,359,584,"584_31_5_2014",16,30,"19","30",2014,5,31,"Doli","Ashdod S",NA,20,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3,"Ashdod","S",31.83,34.63,301,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,NA,36,NA,TRUE,TRUE,34.303447705897,31.9967932645446,NA,NA
"360",360,360,360,3149,"3149_18_10_2017",9,15,"13","15",2017,10,18,"Michael","Ashdod S",21.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,20,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,38.7,NA,TRUE,NA,TRUE,34.5829041002047,31.8541444251283,0.230049309608617,38.9300493096086
"361",361,361,361,453,"453_23_4_2014",6,30,"10","30",2014,4,23,"Doli","Ashdod N",NA,30,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,4,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,54,NA,TRUE,TRUE,34.1397289473868,32.0798724932735,NA,NA
"362",362,362,362,1934,"1934_28_1_2016",12,30,"19","30",2016,1,28,"Levi","Ashdod S",14,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,7,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,10,10,25.2,NA,TRUE,NA,TRUE,34.6254726139812,31.8323223407717,0.693817486056286,23.7763490877337
"363",363,363,363,456,"456_23_4_2014",20,0,"5","0",2014,4,23,"Doli","Ashdod N",NA,7,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,9,"Ashdod","N",31.83,34.63,301,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,NA,12.6,NA,TRUE,TRUE,34.515840697186,31.8884735544725,NA,76.9156470927451
"364",364,364,364,589,"589_6_6_2014",20,45,"1","0",2014,6,6,"Doli","Ashdod S",NA,9,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,NA,16.2,NA,TRUE,TRUE,34.4831972726022,31.9051613474283,NA,104.995169090036
"365",365,365,365,590,"590_5_6_2014",9,30,"15","0",2014,6,5,"Doli","Ashdod S",22,24,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",TRUE,FALSE,NA,5.5,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,43.2,TRUE,TRUE,TRUE,34.5783743553149,31.856465080584,0.180158153497693,39.7801581534977
"366",366,366,366,65,"65_24_10_2013",7,15,"10","30",2013,10,24,"Doli","Ashdod S",NA,32,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.25,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,10,0,0,0,0,0,0,0,5,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,57.6,NA,TRUE,TRUE,34.1069496924228,32.096462811772,NA,NA
"367",367,367,367,458,"458_24_4_2014",20,0,"4","0",2014,4,24,"Doli","Ashdod S",14,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,"FALSE",FALSE,FALSE,NA,8,"Ashdod","S",31.83,34.63,301,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25.2,NA,TRUE,NA,TRUE,34.6263781093235,31.8318578855721,0.693817486056286,23.7763490877337
"368",368,368,368,3035,"3035_13_9_2017",10,15,"14","0",2017,9,13,"Michael","Ashdod S",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,3.75,"Ashdod","S",31.83,34.63,301,0,0,0,5,0,0,40,0,0,0,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,NA,TRUE,NA,TRUE,34.607360802356,31.8416100841941,0.289713544556285,34.4897135445563
"369",369,369,369,3280,"3280_25_11_2017",10,0,"14","0",2017,11,25,"Michael","Ashdod",17.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod",NA,31.83,34.63,301,0,0,0,15,0,5,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,20,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,31.5,NA,TRUE,NA,TRUE,34.611889095427,31.8392883913331,0.251504283764611,31.7515042837646
"370",370,370,370,70,"70_25_10_2013",10,15,"14","15",2013,10,25,"Doli","Ashdod S",22.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,"FALSE",FALSE,FALSE,NA,4,"Ashdod","S",31.83,34.63,301,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,40.5,NA,TRUE,NA,TRUE,34.573844383519,31.8587855738619,0.0675499152235801,40.4324500847764
