"","Net","Start_Time_hh","Start_Time_mm","End_Time_hh","End_Time_mm","Year.XXXX.","Month.XX.","Day.XX.","Fishermen","Fishing_field","Depth","Distance_to_Shore","Commants","Storm","Speed","High_Sea","Net_Type","box_only","night_drag_prawn","Anshubi","Bakala","Barbon","Ben_Gurion","Crab","Denis","Farida","Fish","Gambari","Gerbida","Hazir","Hulim","Intias","Jelly_Fish","Kalamari","Lavan","Makarunim","Malitta","Marmir","Musar","Palamud","Pas_Tzahov","Rofus","Rofus_Fake","Sabida","Saragus","Sardin","Scombri","Soltan","Soltan_Fake","Soltan_Mix","Special","Tarachun","Taref","Televisia","Trulus","Missing","Many.Nasralas","Comments","Lokus","Muslach","Gitara","Box_General","Tziporot","Varod","Vest","Shed.Yam","Very_weak","Daba","Octepus","Adom","Hazaim","Lokus_manot","Soltan_Hul","Gerbid_new","barbon_vadim","Cristal","Gomber","Vak.Vak","Shark","Pijama","Aras","Draging_time","Net_index","site","Direction"
"658",2546,12,45,"16","45",2016,12,21,"Michael","Ashdod S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"2.5",NA,NA,NA,NA,NA,"0.5","0.5",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2546_21_12_2016","Ashdod","S"
"659",2556,14,45,"19","0",2016,12,28,"Levi","Ashdod S",14,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,"0.3",NA,NA,"5",NA,NA,"0.3","1",NA,"2 L+",NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 S+",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2556_28_12_2016","Ashdod","S"
"660",2560,14,30,"16","30",2016,12,29,"Levi","Ashdod S",12,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"2560_29_12_2016","Ashdod","S"
"661",2574,6,45,"11","15",2017,1,5,"Michael","Ashdod S",22,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2574_5_1_2017","Ashdod","S"
"662",2577,10,15,"13","45",2017,1,10,"Levi","Ashdod S",12,"3",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,"1","1 B+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",FALSE,"FALSE",NA,"1 Ind 2.5 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,"2577_10_1_2017","Ashdod","S"
"663",2590,10,0,"14","0",2017,1,13,"Levi","Ashdod S",11,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"8",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2590_13_1_2017","Ashdod","S"
"664",2591,15,0,"19","0",2017,1,13,"Levi","Ashdod S",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2591_13_1_2017","Ashdod","S"
"665",2592,19,45,"0","0",2017,1,13,"Levi","Ashdod S",24.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2592_13_1_2017","Ashdod","S"
"666",2598,6,45,"11","0",2017,1,16,"Michael","Ashdod S",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2598_16_1_2017","Ashdod","S"
"667",2602,6,45,"10","45",2017,1,17,"Michael","Ashdod S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2602_17_1_2017","Ashdod","S"
"668",2616,17,15,"22","0",2017,1,25,"Levi","Ashdod S",14.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"0.5","11 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2616_25_1_2017","Ashdod","S"
"669",2620,11,15,"15","15",2017,1,29,"Michael","Ashdod S",18,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"10",NA,"4",NA,NA,NA,"2 Kg",NA,NA,"0.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2620_29_1_2017","Ashdod","S"
"670",2624,7,15,"12","0",2017,1,30,"Michael","Ashdod S",17.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"7",NA,"4",NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"2.5",NA,NA,"0.5 S+",NA,NA,NA,"2",NA,NA,"1",NA,NA,NA,"2 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2624_30_1_2017","Ashdod","S"
"671",2628,6,30,"10","30",2017,1,31,"Michael","Ashdod S",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"5",NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,"6",NA,NA,NA,NA,NA,NA,"3 Kg",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2628_31_1_2017","Ashdod","S"
"672",2639,23,45,"3","30",2017,2,2,"Levi","Ashdod S",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"2",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"2639_2_2_2017","Ashdod","S"
"673",2640,7,45,"12","0",2017,2,3,"Levi","Ashdod S",12,"4",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,NA,NA,NA,"0.5 S+",NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"2",FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2640_3_2_2017","Ashdod","S"
"674",2642,18,45,"0","15",2017,2,3,"Levi","Ashdod S",16,"2.2",NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"2",NA,"1",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"2642_3_2_2017","Ashdod","S"
"675",2643,0,45,"6","15",2017,2,3,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"2",NA,"1",NA,NA,NA,"8 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"2643_3_2_2017","Ashdod","S"
"676",2644,6,45,"12","0",2017,2,4,"Levi","Ashdod S",18,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"2644_4_2_2017","Ashdod","S"
"677",2645,13,15,"18","0",2017,2,4,"Levi","Ashdod S",18,"2.2",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2645_4_2_2017","Ashdod","S"
"678",2647,0,15,"3","30",2017,2,4,"Levi","Ashdod S",15,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"3 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,"2647_4_2_2017","Ashdod","S"
"679",2652,12,15,"17","45",2017,2,6,"Michael","Ashdod S",27,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"4",NA,"0.5",NA,NA,NA,NA,NA,NA,"1",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"2652_6_2_2017","Ashdod","S"
"680",2654,6,15,"10","45",2017,2,7,"Michael","Ashdod S",25,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2654_7_2_2017","Ashdod","S"
"681",2665,13,30,"18","45",2017,2,12,"Michael","Ashdod S",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3.5",NA,NA,NA,NA,NA,NA,NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"2665_12_2_2017","Ashdod","S"
"682",2672,7,30,"12","0",2017,2,15,"Levi","Ashdod S",12,"3.5",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"a lot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2672_15_2_2017","Ashdod","S"
"683",2673,13,30,"18","0",2017,2,15,"Levi","Ashdod S",27,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"0.5",FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2673_15_2_2017","Ashdod","S"
"684",2680,19,30,"0","45",2017,2,17,"Levi","Ashdod S",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"3 Kg",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"2680_17_2_2017","Ashdod","S"
"685",2681,1,0,"1","30",2017,2,7,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"16 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,"2681_7_2_2017","Ashdod","S"
"686",2688,10,15,"14","15",2017,2,26,"Michael","Ashdod S",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2688_26_2_2017","Ashdod","S"
"687",2719,22,15,"3","0",2017,3,14,"Levi","Ashdod S",17,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,"1","2 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2719_14_3_2017","Ashdod","S"
"688",2730,19,15,"0","30",2017,3,21,"Levi","Ashdod S",16.5,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"6 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,"2730_21_3_2017","Ashdod","S"
"689",2784,11,0,"15","15",2017,4,25,"Michael","Ashdod S",22,"1.4",NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2784_25_4_2017","Ashdod","S"
"690",2791,6,45,"11","0",2017,4,27,"Michael","Ashdod S",NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2791_27_4_2017","Ashdod","S"
"691",2795,13,45,"17","30",2017,5,5,"Michael","Ashdod S",21,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,"2795_5_5_2017","Ashdod","S"
"692",2804,6,45,"12","45",2017,5,7,"Michael","Ashdod S",23,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,"0.5",FALSE,"FALSE",NA,"1 Ind 1.5 Kg",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"2804_7_5_2017","Ashdod","S"
"693",2808,11,15,"15","30",2017,5,8,"Michael","Ashdod S",20,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"0.75","1.25",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,"0.5",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2808_8_5_2017","Ashdod","S"
"694",2812,6,15,"10","30",2017,5,9,"Michael","Ashdod S",18,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 M+ 1 B+",NA,NA,NA,NA,NA,NA,NA,"6",FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2812_9_5_2017","Ashdod","S"
"695",2815,7,0,"11","30",2017,5,10,"Michael","Ashdod S",NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2815_10_5_2017","Ashdod","S"
"696",2847,1,30,"5","30",2017,5,17,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"2",NA,NA,NA,"15 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2847_17_5_2017","Ashdod","S"
"697",2860,23,30,"3","30",2017,5,22,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,"1",NA,"1",NA,NA,NA,"10 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2860_22_5_2017","Ashdod","S"
"698",2862,14,15,"18","30",2017,5,23,"Michael","Ashdod S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25,"2862_23_5_2017","Ashdod","S"
"699",2865,6,30,"11","15",2017,5,24,"Michael","Ashdod S",20,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,"0.5","1.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"0.5",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2865_24_5_2017","Ashdod","S"
"700",2870,6,15,"10","45",2017,5,25,"Michael","Ashdod S",20.5,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.3",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2870_25_5_2017","Ashdod","S"
"701",2874,15,0,"19","45",2017,5,26,"Michael","Ashdod S",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"1.25",NA,NA,NA,NA,NA,NA,NA,"0.5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 Kg",NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,"2874_26_5_2017","Ashdod","S"
"702",2886,6,15,"10","15",2017,5,29,"Michael","Ashdod S",19,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,"0.5",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5",NA,"1",NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"2886_29_5_2017","Ashdod","S"
"703",2902,20,30,"1","0",2017,6,4,"Levi","Ashdod S",16,NA,NA,FALSE,NA,FALSE,"Gambari",FALSE,FALSE,NA,NA,NA,NA,"1",NA,NA,NA,"16 Kg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"FALSE",NA,NA,NA,NA,"1",NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,"2902_4_6_2017","Ashdod","S"
